"gene_id","WT.1_count","WT.2_count","WT.3_count","KO.1_count","KO.2_count","KO.3_count","WT.12h.1_count","WT.12h.2_count","WT.12h.3_count","WT.24h.1_count","WT.24h.2_count","WT.24h.3_count","KO.12h.1_count","KO.12h.2_count","KO.12h.3_count","KO.24h.1_count","KO.24h.2_count","KO.24h.3_count"
"C2R79_RS08015",157,168,279,105,178,74,2764,1695,2165,1464,1444,1654,928,801,898,1025,891,965
"C2R79_RS08025",22313,22521,38985,3889,5475,3894,6472,4574,4571,8237,7091,8496,1622,1680,1650,1970,1613,1627
"C2R79_RS08045",1,0,6,1,0,5,13,13,17,29,31,31,10,11,4,3,5,13
"C2R79_RS08050",519,441,893,451,598,379,868,581,653,778,671,785,409,367,402,538,481,494
"C2R79_RS08060",251,256,439,285,354,214,793,462,631,670,603,660,302,343,477,645,378,447
"C2R79_RS08070",579,543,923,534,782,476,17717,11889,12982,4663,4741,5674,6250,5873,7629,4471,3532,3647
"C2R79_RS08080",182,171,299,426,563,398,1811,1158,1314,820,866,1042,1388,1398,1644,1786,1496,1544
"C2R79_RS08085",4971,4689,8346,7326,10149,6857,20958,12938,15060,18856,19330,21166,11831,10577,14025,21913,15307,17882
"C2R79_RS08090",33215,31141,57699,20071,27689,18787,135579,106719,108482,211443,215352,260811,44814,45547,48628,98663,87151,78662
"C2R79_RS08095",212,129,296,134,180,135,276,166,170,223,219,250,108,118,138,220,163,223
"C2R79_RS08100",1024,947,1899,805,1099,759,6836,3808,4842,5197,4833,5557,2530,2286,2848,4477,3143,4012
"C2R79_RS08110",187,161,295,344,505,393,213,141,137,138,133,153,93,92,87,94,64,107
"C2R79_RS08130",5,4,9,5,12,3,0,1,0,1,0,0,1,0,0,0,0,0
"C2R79_RS08135",0,0,2,5,0,1,3,0,0,1,0,0,0,0,0,0,0,0
"C2R79_RS08140",19,10,9,44,52,42,2,3,3,1,5,4,0,2,1,5,1,4
"C2R79_RS08145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C2R79_RS08150",44,33,69,41,64,50,18,17,9,22,6,13,10,10,8,9,4,3
"C2R79_RS08155",0,1,2,4,5,3,1,0,0,0,0,1,0,0,0,3,0,0
"C2R79_RS08160",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C2R79_RS08165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C2R79_RS08170",2,1,0,0,2,0,1,0,2,2,0,0,1,0,0,3,0,0
"C2R79_RS08185",0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0
"C2R79_RS08190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C2R79_RS08195",401,394,673,500,753,497,1145,772,883,1327,1516,1595,492,485,575,852,663,660
"C2R79_RS08200",251,265,489,131,203,168,21,17,21,80,39,67,6,1,5,13,9,10
"C2R79_RS08205",5050,4612,8542,1528,2170,1455,3281,1966,2384,5941,5598,6134,751,634,741,830,645,769
"C2R79_RS08210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
