"gene_id","WT.1_count","WT.2_count","WT.3_count","KO.1_count","KO.2_count","KO.3_count","WT.12h.1_count","WT.12h.2_count","WT.12h.3_count","WT.24h.1_count","WT.24h.2_count","WT.24h.3_count","KO.12h.1_count","KO.12h.2_count","KO.12h.3_count","KO.24h.1_count","KO.24h.2_count","KO.24h.3_count"
"C2R79_RS02870",11,4,6,12,7,5,0,0,1,0,1,0,0,0,0,1,0,0
"C2R79_RS02875",717,756,1384,881,1157,788,586,379,512,687,701,745,308,280,335,485,399,449
"C2R79_RS02880",40,59,91,50,108,67,326,219,277,201,239,215,219,175,225,205,208,177
"C2R79_RS02885",221,260,429,169,280,160,31,18,21,52,49,33,21,24,14,42,25,23
"C2R79_RS02890",435,429,805,372,438,301,133,121,94,210,182,182,92,95,109,132,116,118
"C2R79_RS02895",23,22,32,18,27,18,354,213,327,334,323,434,192,140,220,221,164,167
"C2R79_RS02900",0,0,0,0,0,0,6,11,7,6,4,13,4,6,1,7,3,5
"C2R79_RS02905",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"C2R79_RS02920",0,1,4,7,3,0,4,9,10,17,13,10,8,4,3,3,4,5
"C2R79_RS02935",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"C2R79_RS02940",0,0,0,0,0,1,4,0,0,0,1,0,0,3,0,1,0,0
"C2R79_RS02945",0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,2,1,0
"C2R79_RS02950",0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
"C2R79_RS02955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C2R79_RS02960",19985,19667,35042,21915,31207,20692,36138,24875,26977,23014,23516,26262,15842,16023,17077,22734,19864,18072
"C2R79_RS02965",1135,1099,2079,2333,3215,2050,3143,1931,2314,1791,1844,2014,1123,1040,1322,830,545,682
"C2R79_RS02970",4,5,8,20,28,17,66,39,48,36,57,49,26,27,29,21,14,10
"C2R79_RS02975",1143,1139,2098,1624,2315,1503,3057,1974,2361,1471,1876,1874,1703,1563,2055,1832,1674,1443
"C2R79_RS02990",968,895,1581,914,1326,815,1270,865,965,923,1092,1273,809,705,906,1125,974,974
"C2R79_RS03000",7251,7135,12927,6877,9812,6408,23283,15279,16614,22357,22565,25651,9125,9026,10291,17838,13528,14253
"C2R79_RS03005",3023,3114,5532,345,483,330,831,509,581,347,292,291,139,145,162,69,41,47
"C2R79_RS03010",844,864,1493,106,144,88,162,85,150,101,76,79,50,35,32,22,14,15
"C2R79_RS03015",569,456,908,491,765,476,2624,1629,2089,1542,1616,1704,713,652,736,403,340,388
"C2R79_RS03020",2241,2282,3877,549,866,550,202,174,141,198,219,204,84,59,66,77,49,54
"C2R79_RS03025",71,57,131,89,108,46,36,35,19,14,18,19,12,13,20,19,6,25
"C2R79_RS03030",940,923,1487,861,1272,911,1926,1356,1468,1053,1040,1178,916,743,937,1082,821,892
"C2R79_RS03035",1674,1688,3067,2288,3269,2053,2577,1675,1894,1377,1291,1523,1114,976,1212,1120,794,865
"C2R79_RS03040",3482,3204,5927,3261,4611,3075,11659,8922,9506,7033,7346,7996,5527,5543,5757,6684,5788,5138
"C2R79_RS03045",241,223,430,292,404,278,6141,3741,4587,1809,1873,2044,2117,1866,2344,1698,1430,1532
"C2R79_RS03050",10,11,26,31,49,35,1030,599,699,201,213,249,361,301,372,179,139,146
"C2R79_RS03055",120,84,153,235,300,200,2041,1192,1503,747,770,817,686,571,796,527,376,441
"C2R79_RS03060",327,333,581,738,994,596,11240,6640,8438,5428,5129,5913,4103,3491,4672,4112,3185,3928
"C2R79_RS03065",60,49,81,100,132,93,32,26,14,26,22,14,42,14,33,26,18,17
"C2R79_RS03070",3500,3184,5679,4337,6127,4420,18037,11175,12811,11870,11553,13268,6618,6466,7821,10388,7226,8382
"C2R79_RS03075",386,370,628,590,823,586,1077,689,820,526,464,561,406,412,513,499,355,357
"C2R79_RS03080",2010,1831,3260,2592,3545,2516,5502,3594,4064,3029,2949,3310,2259,2191,2561,2936,2208,2436
"C2R79_RS03085",150,137,251,224,303,198,1516,882,1110,571,535,605,625,567,709,567,412,525
"C2R79_RS03090",388,349,633,511,646,413,1295,843,966,985,989,1080,539,536,645,764,537,608
"C2R79_RS03095",371,315,689,589,926,660,404,238,302,360,291,369,188,208,209,338,280,322
"C2R79_RS03100",909,802,1550,1345,1852,1186,3579,2166,2718,2294,2194,2329,1390,1341,1624,1810,1361,1456
"C2R79_RS03105",2037,1880,3481,3100,4401,2653,12119,8540,9584,9160,9114,10593,5487,5254,5643,8899,7962,7521
"C2R79_RS03110",60,55,130,135,215,110,109,59,64,77,63,64,66,48,43,78,42,75
"C2R79_RS03115",289,310,515,525,788,495,1343,868,938,1176,1024,1234,622,685,656,1110,980,1054
"C2R79_RS03120",185,194,361,255,332,223,1032,648,838,830,851,895,515,445,533,562,468,515
"C2R79_RS03125",31,39,52,27,54,42,72,47,39,68,58,57,57,55,50,73,34,79
"C2R79_RS03135",9,12,20,14,20,15,42,5,21,31,13,32,15,13,12,19,6,25
"C2R79_RS03140",82,86,111,82,96,85,570,351,485,343,302,315,237,239,277,155,134,144
"C2R79_RS03145",17,7,15,18,38,29,403,268,354,406,301,353,201,165,180,107,88,85
"C2R79_RS03155",3398,3345,5685,3920,5470,3592,16147,11479,12291,6773,7012,8119,7015,7064,7880,6861,6810,5649
"C2R79_RS03160",852,841,1479,669,1104,787,1964,1428,1437,789,916,941,826,733,941,752,601,609
"C2R79_RS03165",22,15,38,21,30,14,305,283,297,182,175,210,170,156,151,88,115,81
"C2R79_RS03170",3,1,6,3,3,6,5,9,0,8,4,0,0,3,3,2,1,2
"C2R79_RS03175",0,0,1,6,7,5,17,29,28,27,45,47,26,23,20,19,26,44
"C2R79_RS03195",1450,1413,2575,3140,4488,2864,2232,1297,1483,1283,1311,1457,959,940,1112,1234,827,914
"C2R79_RS03205",1715,1613,2762,1790,2381,1692,1339,819,1001,760,885,973,574,582,713,996,741,777
"C2R79_RS03210",1119,1139,1999,886,1294,870,2790,1596,2145,1874,2119,2288,1212,1039,1316,2078,1574,1626
"C2R79_RS03215",679,681,1173,239,377,270,390,249,338,329,322,321,157,150,170,315,193,224
"C2R79_RS03225",1141,1196,2090,756,972,653,2374,1480,1819,2433,2406,2673,940,922,1172,1633,1071,1384
"C2R79_RS03230",1001,914,1585,560,698,480,1593,983,1213,1592,1616,1652,593,559,691,1272,828,1030
"C2R79_RS03235",4282,3968,7330,2365,3385,2372,9588,6229,6636,10838,10656,12499,3554,3280,3961,7719,5571,5967
"C2R79_RS03240",910,947,1563,503,750,502,2657,1990,2044,1754,1778,2071,1076,1013,1185,1388,1019,1169
"C2R79_RS03250",2737,2647,4833,2833,3850,2542,32268,19331,22228,13517,14857,17652,9246,8307,11495,10868,9404,8774
"C2R79_RS03255",1201,1230,2178,2297,3054,2000,14936,8399,10622,7326,7398,8503,5700,4883,6488,5630,3693,4732
"C2R79_RS03260",132,106,203,202,306,169,585,289,383,244,229,253,203,166,236,143,97,131
"C2R79_RS03265",1966,1807,3353,2537,3375,2355,8778,4918,5966,7154,7718,8494,3261,2938,3931,5070,3430,3925
"C2R79_RS03270",1507,1492,2746,1288,2009,1296,5507,3739,4162,5445,5315,6269,2593,2353,2923,5301,3999,4471
"C2R79_RS03275",390,383,732,416,599,383,91,84,84,116,82,103,66,40,65,134,82,73
"C2R79_RS03280",107,105,167,115,162,105,49,33,54,60,55,56,33,26,42,79,40,38
"C2R79_RS03285",920,887,1517,1076,1576,1038,760,424,519,650,620,667,431,348,388,699,440,546
"C2R79_RS03290",125,163,248,126,211,153,6,4,6,10,5,2,2,4,8,6,4,11
"C2R79_RS03295",648,631,1077,905,1259,717,1770,1154,1327,1409,1292,1598,922,832,947,1143,942,1043
"C2R79_RS03300",155,104,219,233,351,251,3712,2316,2640,1539,1585,1881,1586,1465,1774,1414,1051,1208
"C2R79_RS03305",1249,1143,2090,2365,3252,2084,3154,2312,2400,1798,1720,1927,1864,2014,2032,2077,1858,1754
"C2R79_RS03310",81,84,134,107,143,87,1361,810,969,977,1074,1360,561,487,539,920,729,695
"C2R79_RS03315",1324,1262,2316,1126,1561,1060,435,283,313,306,306,303,228,222,221,262,158,202
"C2R79_RS03320",2382,2407,4143,2083,3048,1994,3500,2131,2684,2422,2391,2693,1435,1209,1461,2051,1424,1729
"C2R79_RS03325",124,133,260,124,184,117,442,306,366,280,274,268,165,124,178,184,120,146
"C2R79_RS03330",468,458,845,509,745,467,3600,2280,2577,1702,1537,1759,1199,1084,1346,1156,737,975
"C2R79_RS03335",91,88,186,160,209,134,1167,637,891,463,508,590,519,495,460,479,361,450
"C2R79_RS03340",210,176,359,90,143,78,1378,848,1005,719,764,876,486,353,515,610,477,517
"C2R79_RS03345",120,99,259,181,246,152,801,430,590,379,383,387,314,263,343,328,229,249
"C2R79_RS03350",132,143,283,305,432,297,456,284,274,275,271,291,345,294,327,347,232,298
"C2R79_RS03360",136,130,197,136,181,120,584,375,387,218,188,228,192,186,226,223,164,237
"C2R79_RS03365",203,196,407,186,291,160,1624,920,1213,450,403,507,555,409,657,619,415,490
"C2R79_RS03370",381,390,631,419,549,363,2101,1496,1630,1454,1453,1627,852,800,905,1122,990,942
"C2R79_RS03375",91,92,256,108,190,119,149,95,123,158,154,163,82,46,81,89,61,65
"C2R79_RS03380",45,34,60,50,91,68,431,239,292,198,179,221,145,161,155,105,87,108
"C2R79_RS03385",32,23,54,56,82,38,1477,899,1060,357,376,387,476,516,673,376,334,302
"C2R79_RS03390",11,5,17,26,41,27,936,510,661,198,221,220,350,323,382,186,166,208
"C2R79_RS03395",1,5,5,2,2,3,73,49,48,48,72,43,32,28,32,21,21,12
"C2R79_RS03400",14,30,37,50,62,43,103,50,67,42,38,30,45,28,43,32,34,18
"C2R79_RS03405",39,19,52,37,74,45,68,51,48,43,32,38,29,13,33,29,14,28
"C2R79_RS03410",226,196,320,445,654,463,1113,578,687,655,673,661,420,419,509,546,363,468
"C2R79_RS03415",542,493,869,716,958,696,2743,1591,1866,1784,1755,1982,1034,867,1118,828,580,691
"C2R79_RS03420",4644,4602,8040,5003,6547,4733,14726,8788,10937,13844,14438,16713,5930,5321,6311,9318,7024,7738
"C2R79_RS03425",16,21,16,25,22,21,2,4,1,11,4,4,3,2,6,7,5,5
"C2R79_RS03430",924,830,1521,1077,1411,789,9155,6159,6746,5478,5985,6520,3513,3436,4007,4285,3496,3578
"C2R79_RS03435",3821,3982,7078,3060,4689,3651,462,392,299,560,435,570,205,160,199,294,134,202
"C2R79_RS03440",145,141,267,231,319,223,3863,1931,2627,506,599,655,1177,1057,1452,686,449,612
"C2R79_RS03445",444,439,727,730,1060,630,6964,3818,4875,1571,1687,1850,2166,1784,2836,1783,1150,1439
"C2R79_RS03450",1830,1617,3007,3062,4337,3115,52432,28465,35126,11641,13282,14886,14433,12543,17661,12001,8537,9672
"C2R79_RS03455",2622,2380,4321,4439,5998,3868,25556,19230,20139,13254,14680,17510,12257,12396,13050,13656,11799,10890
"C2R79_RS03460",271,278,541,443,547,437,10,5,4,29,6,20,7,0,2,7,1,8
"C2R79_RS03465",29,45,69,53,93,51,824,428,581,269,204,275,270,243,274,174,126,146
"C2R79_RS03470",207,182,324,263,407,272,2341,1449,1617,1698,1712,1971,930,929,1005,1007,789,1004
"C2R79_RS03475",152,180,261,199,234,175,83,48,73,91,73,107,40,50,54,41,32,47
"C2R79_RS03480",43,26,72,22,38,29,11,9,6,4,3,3,3,2,3,4,2,4
"C2R79_RS03485",4,0,10,12,4,2,26,15,34,38,18,35,17,14,25,9,16,13
"C2R79_RS03490",38,49,62,17,38,26,84,64,54,100,129,110,28,37,42,52,39,44
"C2R79_RS03495",3,4,5,3,3,2,2,9,9,20,17,8,9,1,12,10,3,4
"C2R79_RS03500",4,4,13,6,15,9,46,23,35,96,137,115,24,11,31,72,44,53
"C2R79_RS03510",1,1,2,2,4,7,0,1,7,3,3,6,2,0,1,1,1,0
"C2R79_RS03515",176,149,244,188,248,175,1015,615,745,365,340,381,338,334,386,240,150,223
"C2R79_RS03520",0,0,0,0,0,0,0,3,5,11,3,0,0,3,2,1,0,0
"C2R79_RS03525",101,86,176,90,126,84,108,64,86,94,86,116,69,43,49,101,77,80
"C2R79_RS03530",0,3,0,0,5,1,7,0,4,11,0,7,1,0,1,0,0,3
"C2R79_RS03545",1326,1295,2328,1494,2041,1387,4605,2951,3266,3172,3372,3893,1949,1776,2131,3660,3246,3215
"C2R79_RS03550",104,105,218,233,314,193,4991,2539,3522,1976,2197,2387,1730,1642,2283,1325,1097,1156
"C2R79_RS03555",21,13,33,33,34,30,261,112,185,62,75,79,125,85,140,50,48,54
"C2R79_RS03560",10,9,9,7,25,13,149,76,78,36,21,28,62,50,81,14,14,10
"C2R79_RS03565",371,310,611,305,423,298,1465,983,971,672,665,826,479,469,590,536,412,382
"C2R79_RS03570",2006,1880,3468,1423,2178,1345,4404,2846,3558,7999,7281,8843,1914,1734,2045,4664,3507,3702
"C2R79_RS03575",908,837,1618,694,852,590,829,426,560,1157,982,1181,299,232,317,528,336,431
"C2R79_RS03580",123,132,218,168,208,165,2748,1670,1906,1419,1612,1843,1251,992,1216,1606,1176,1282
"C2R79_RS03585",18,25,27,17,35,21,88,44,45,22,17,20,36,28,49,28,16,32
"C2R79_RS03595",2632,2349,4410,2439,3478,2236,11721,6538,8294,13178,13565,14856,4783,4214,5525,10178,7434,8318
"C2R79_RS03600",6927,6384,11644,4210,5622,3991,24242,14727,18145,31742,30932,35295,9793,8697,11330,22900,16778,18554
"C2R79_RS03605",89,63,142,41,73,38,403,414,375,379,299,331,175,170,147,117,102,97
"C2R79_RS03610",1,1,1,1,1,2,29,20,16,111,100,119,31,19,27,20,29,29
"C2R79_RS03615",0,5,3,3,7,4,0,0,1,0,0,0,0,0,0,0,0,0
"C2R79_RS03645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C2R79_RS03655",1,1,1,2,6,3,12,2,6,16,8,13,4,3,6,1,1,12
"C2R79_RS03660",2,2,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"C2R79_RS03670",1221,1208,2199,1867,2524,1663,11305,6836,7552,6119,5822,6616,3738,3331,4230,4989,3726,4146
"C2R79_RS03675",562,538,991,699,1004,726,2881,1903,2049,1600,1585,1698,925,836,1070,1125,809,965
"C2R79_RS03680",261,197,441,262,395,256,7536,3897,5218,2699,2999,3279,1875,1575,2337,2225,1287,1711
"C2R79_RS03685",1761,1699,3164,1774,2658,1784,2820,1930,2095,1870,1643,2003,939,857,1071,1225,882,910
"C2R79_RS03690",9562,9406,16080,14427,19748,13646,189936,120489,135226,119012,118777,136937,47794,42517,55977,47052,34514,38003
"C2R79_RS03695",102811,96266,178138,104282,144680,102860,396700,255544,283624,607434,558771,639889,148145,134553,172901,284328,208169,230498
"C2R79_RS03700",23326,22803,41585,23735,33762,23611,27665,19494,20896,48539,46747,51161,10445,10112,11825,22063,15736,16870
"C2R79_RS03710",18,21,41,44,68,34,155,112,122,67,74,75,77,77,105,101,63,62
"C2R79_RS03715",617,554,959,532,729,523,2665,1733,1857,1450,1470,1639,1108,980,1139,1526,1172,1225
"C2R79_RS03720",257,222,379,314,481,275,781,469,560,338,448,391,342,315,399,327,196,225
"C2R79_RS03725",264,239,413,736,1031,734,5146,3057,3772,2291,2504,2762,2043,1900,2212,1492,1166,1177
"C2R79_RS03730",4494,4088,7462,8505,11803,7966,12140,7180,8975,5521,6051,6530,6111,5653,6933,6639,5023,5557
"C2R79_RS03740",67407,62509,113903,77411,106755,74227,152177,94736,108585,76299,75251,92001,51662,46701,60240,72722,54522,60945
"C2R79_RS03745",55690,51552,93493,66865,92035,63841,133915,87448,98352,75464,79048,89860,48651,44540,55641,64363,49076,52388
"C2R79_RS03750",92,90,178,78,144,121,704,437,524,192,169,249,320,250,394,207,150,171
"C2R79_RS03755",23,19,61,32,69,50,300,154,191,79,121,104,130,86,123,71,68,74
"C2R79_RS03760",61,56,99,89,129,66,941,608,744,444,573,574,337,350,409,237,267,256
"C2R79_RS03765",782,781,1315,353,526,387,989,651,657,808,796,764,283,287,249,636,401,462
"C2R79_RS03770",398,439,684,214,352,235,601,327,420,389,368,337,128,153,194,273,206,263
"C2R79_RS03775",869,903,1551,158,216,115,96,37,44,66,41,22,6,9,14,1,3,4
"C2R79_RS03785",94,98,192,188,185,126,830,549,646,450,405,476,352,340,428,324,220,247
"C2R79_RS03795",0,1,0,3,5,1,0,0,2,3,1,2,0,2,0,1,5,0
"C2R79_RS03805",1905,1775,3342,1593,2270,1530,3300,2153,2732,5901,5919,6270,1390,1247,1452,3545,2626,2662
"C2R79_RS03810",170,133,288,146,206,132,119,93,88,232,204,182,72,43,61,115,66,90
"C2R79_RS03815",695,661,1232,1018,1425,863,9615,5447,6528,8061,7485,8526,3977,3446,4261,5812,4431,5227
"C2R79_RS03835",62765,59751,106992,57997,81418,55173,47527,32527,35360,92113,87093,99764,19944,18703,22775,49055,35402,39667
"C2R79_RS03840",2,11,12,5,7,2,9,3,0,8,4,3,4,0,5,1,5,0
"C2R79_RS03850",50,51,123,82,123,70,583,405,502,323,383,373,205,216,270,199,146,176
"C2R79_RS03860",12,17,23,10,21,15,1,2,4,6,1,11,1,1,1,4,0,1
"C2R79_RS03865",1216,1172,2099,1756,2476,1686,4859,3317,3560,3193,3156,3333,2614,2562,2874,3144,2467,2482
"C2R79_RS03870",82,63,95,101,154,98,138,110,89,124,135,148,103,73,105,145,115,95
"C2R79_RS03875",1056,904,1873,1156,1739,1136,70,37,58,120,82,95,40,32,50,48,44,43
"C2R79_RS03880",4572,4229,7901,6082,8662,5637,3482,2112,2496,4838,4520,5224,1461,1199,1706,2784,1836,2224
"C2R79_RS03885",116,93,160,210,349,211,64,52,55,119,89,121,56,49,62,63,22,66
"C2R79_RS03890",8,4,10,15,23,11,9,13,7,22,10,11,8,9,4,4,2,2
"C2R79_RS03895",47,53,137,84,151,94,256,120,136,167,154,191,84,78,100,74,24,58
"C2R79_RS03900",1163,1080,1986,834,1119,832,4104,2724,2794,3662,3557,4080,1525,1810,1839,2319,1948,1864
"C2R79_RS03905",2249,2003,3795,1533,2045,1528,981,562,688,1388,1283,1555,438,372,449,834,590,712
"C2R79_RS03910",322,287,525,169,288,181,547,290,351,605,667,642,211,170,205,331,248,292
"C2R79_RS03915",81,80,131,73,93,53,1260,656,817,609,637,791,430,333,449,471,362,374
"C2R79_RS03920",397,411,667,310,427,210,1966,1196,1302,1204,1122,1185,534,555,667,911,687,765
"C2R79_RS03925",306,284,462,51,38,53,121,61,76,303,246,285,20,16,22,31,21,25
"C2R79_RS03930",22,26,50,67,68,53,1480,698,1024,398,420,460,516,410,613,418,230,347
"C2R79_RS03935",17,18,30,28,37,19,357,192,207,121,155,130,122,103,138,81,44,68
"C2R79_RS03940",137,121,217,203,234,170,1618,949,1194,874,1062,1244,571,492,626,798,595,649
"C2R79_RS03945",456,435,714,675,890,598,840,573,618,546,533,577,327,323,372,450,329,351
"C2R79_RS03950",179,132,287,191,292,210,691,385,452,328,279,351,258,257,276,248,193,167
"C2R79_RS03955",1036,1144,1932,595,948,683,48,41,35,39,38,50,33,14,17,43,23,20
"C2R79_RS03960",80,70,144,67,94,54,61,46,54,59,43,65,36,32,38,28,16,23
"C2R79_RS03965",36,48,73,40,68,29,315,181,231,175,134,188,128,100,110,82,64,76
"C2R79_RS03970",24,35,62,37,52,24,306,173,224,120,137,124,80,73,109,65,54,54
"C2R79_RS03975",398,335,634,263,347,258,2354,1879,2140,1940,2184,2287,1050,830,1061,1979,1915,1629
"C2R79_RS03980",1862,1771,3128,1659,2322,1589,2543,1539,1812,2815,2408,2908,994,883,1153,1758,1334,1536
"C2R79_RS03985",217,176,362,239,352,208,1332,921,1078,991,1070,1251,643,623,768,957,855,811
"C2R79_RS03990",90,83,131,102,170,95,822,473,707,508,537,571,364,316,419,403,297,372
"C2R79_RS04000",1596,1505,2656,2309,3229,2121,9225,5822,6682,4557,4551,5357,3325,3166,3614,3396,2757,2960
"C2R79_RS04005",42,63,120,199,224,137,931,598,734,408,491,488,333,277,344,220,181,197
"C2R79_RS04010",36,42,71,99,147,94,2478,1326,1861,513,473,541,782,661,947,342,261,321
"C2R79_RS04015",69,97,164,144,194,125,447,296,355,229,197,269,168,172,205,166,124,160
"C2R79_RS04020",650,621,1114,1099,1460,912,6731,4089,4575,4195,4346,5036,2129,1913,2474,3051,2268,2547
"C2R79_RS04025",553,523,842,622,844,582,407,371,274,143,146,176,183,167,211,148,110,80
"C2R79_RS04040",53,57,93,126,205,155,231,154,168,144,179,197,104,91,121,115,96,102
"C2R79_RS04050",41,61,95,235,339,256,1538,914,1161,949,753,927,708,625,656,429,355,375
"C2R79_RS04055",223,212,374,221,272,193,171,122,121,252,199,212,94,101,114,181,113,134
"C2R79_RS04060",292,294,583,298,345,221,1852,1252,1483,1503,1483,1609,771,653,819,955,754,843
"C2R79_RS04085",22943,21625,39106,19935,27966,19534,179714,120784,130518,97801,98492,116097,55471,53482,63028,72435,58233,55053
"C2R79_RS04090",243,245,426,247,355,264,94,60,48,52,58,69,49,28,50,49,20,28
"C2R79_RS04100",22,24,64,35,79,59,56,36,30,16,19,27,35,19,23,18,11,11
"C2R79_RS04105",135,155,247,191,310,182,156,92,108,89,79,84,75,76,83,93,61,53
"C2R79_RS04110",691,655,1257,802,1103,686,3374,2203,2715,2032,2055,2213,1840,1560,2028,2210,1524,1736
"C2R79_RS04115",3215,3200,5713,4028,5376,3976,36620,23051,26260,20279,21272,24203,16335,15076,19001,25271,20637,20426
"C2R79_RS04120",1618,1547,2818,2420,3360,2259,13227,8443,9407,5131,4813,5930,6145,5698,7056,8339,6712,7348
"C2R79_RS04125",69,69,126,117,193,116,105,69,102,49,39,44,84,48,69,77,53,77
"C2R79_RS04130",6134,5853,10552,8244,11058,7945,63014,38629,45484,29213,29327,33839,26511,23013,31319,36766,24727,31676
"C2R79_RS04135",654,638,1025,670,1031,688,6231,4100,4567,1984,2292,2617,2416,2292,2845,2527,1876,2073
"C2R79_RS04140",324,315,607,429,598,403,257,186,227,141,125,151,132,92,145,114,68,119
"C2R79_RS04145",2252,2204,3919,2988,4340,3053,9195,5651,6381,4004,3721,4228,3665,3218,4253,4023,2644,3321
"C2R79_RS04155",19632,18391,33941,19090,27021,17768,20848,12256,15085,80771,75239,85865,10070,9227,11750,50880,36306,36792
"C2R79_RS04160",33,32,57,34,46,39,173,100,120,86,78,89,88,61,85,71,27,64
"C2R79_RS04165",832,778,1391,1002,1456,940,2832,1803,2168,2107,2162,2326,1175,1181,1245,1659,1333,1295
"C2R79_RS04170",785,717,1393,1071,1538,889,2809,1707,1962,2192,2109,2320,1282,1101,1295,1670,1161,1322
"C2R79_RS04175",9,3,5,10,19,11,6,2,2,7,4,9,1,2,3,5,0,2
"C2R79_RS04180",1,0,9,17,15,5,2,4,2,4,2,1,0,2,6,2,0,1
"C2R79_RS04190",1,0,1,0,3,1,0,0,0,4,2,1,0,2,0,0,0,0
"C2R79_RS04205",96,123,172,154,182,146,84,66,56,50,34,52,41,38,56,30,29,44
"C2R79_RS04210",38,33,60,73,139,87,2203,1340,1637,461,555,590,650,632,791,352,262,249
"C2R79_RS04215",162,182,287,273,355,230,3603,2279,2701,1239,1325,1368,1334,1288,1567,924,784,788
"C2R79_RS04220",406,413,794,536,703,396,192,147,145,83,55,73,110,91,80,84,54,62
"C2R79_RS04225",55,39,86,52,95,43,55,41,27,24,23,17,22,27,27,21,8,22
"C2R79_RS04230",514,516,927,568,717,480,1545,1037,1209,1243,1321,1342,704,645,816,1083,820,868
"C2R79_RS04235",370,360,557,578,789,530,1945,1308,1462,1009,917,1178,857,828,992,1342,1063,1162
"C2R79_RS04240",947,983,1654,189,219,130,1180,712,915,456,329,343,208,216,198,49,35,50
"C2R79_RS04245",2225,2133,4019,565,762,464,4282,2684,3027,1579,1311,1327,1303,1266,1458,833,588,777
"C2R79_RS04250",1544,1486,2702,1834,2480,1740,6193,3797,4245,5428,5443,6227,2141,1994,2456,4256,2568,3449
"C2R79_RS04255",940,850,1604,1164,1620,1123,2663,1568,1934,1601,1507,1673,955,870,1051,1062,736,940
"C2R79_RS04260",206,253,358,336,438,305,1530,936,1057,841,812,928,603,680,675,727,603,707
"C2R79_RS04265",17,11,22,28,51,25,51,25,35,13,26,17,14,16,27,23,21,13
"C2R79_RS04280",480,456,778,764,1051,773,2040,1345,1537,1350,1415,1594,717,582,710,403,365,358
"C2R79_RS04285",7349,7339,12415,7527,11054,7659,636,457,493,1034,862,976,337,189,333,674,484,516
"C2R79_RS04290",149,181,271,1215,1672,929,925,636,780,937,1003,1094,932,927,910,1400,1130,1356
"C2R79_RS04295",65,85,134,63,94,61,6,5,5,12,6,4,6,1,2,4,1,2
"C2R79_RS04300",2981,2817,5039,3032,4273,2847,5078,3139,3588,4807,4575,5138,1886,1677,1950,2789,2003,2072
"C2R79_RS04305",70,81,129,72,115,89,887,647,734,475,551,569,377,376,397,241,230,171
"C2R79_RS04310",747,715,1424,340,532,315,1302,904,1074,2333,1980,2295,574,608,607,1405,1147,1138
"C2R79_RS04315",4020,3981,6930,4009,5655,3841,1813,1229,1349,3162,3073,3615,960,1006,995,842,691,684
"C2R79_RS04320",3343,3172,5953,3497,4615,3103,5383,3448,4082,7191,7318,8121,2530,2513,3024,6632,5153,5279
"C2R79_RS04325",12,6,15,9,13,3,459,289,342,237,259,282,169,133,241,230,186,197
"C2R79_RS04330",12,6,22,21,23,9,175,66,107,72,72,94,77,60,74,83,33,57
"C2R79_RS04335",140,106,224,68,102,67,448,311,342,294,353,313,208,167,246,221,200,199
"C2R79_RS04340",237,224,381,163,241,135,3598,2149,2654,3712,3386,3821,1312,1111,1509,2087,1460,1708
"C2R79_RS04345",157,155,302,147,191,151,815,553,614,1028,1034,1156,379,285,398,510,314,373
"C2R79_RS04350",1182,1214,2013,2830,4034,2740,4245,2544,2945,3833,3989,4522,1921,1730,1963,2959,2481,2411
"C2R79_RS04355",2358,2338,4071,5085,7130,4911,28567,18674,20355,14612,16296,18152,9540,8993,10645,7338,6311,6133
"C2R79_RS04360",37686,35505,64979,52877,74653,50672,111439,92220,94650,128873,122395,149597,58694,59346,60746,87954,74011,73572
"C2R79_RS04370",1402,1362,2492,1856,2611,1697,2739,1907,2024,6002,6132,6608,1763,1952,1989,5933,5154,4991
"C2R79_RS04375",1926,1732,3212,2394,3290,2190,2696,1619,1881,6936,6465,7353,1912,1885,1944,6018,4375,5125
"C2R79_RS04380",3495,3384,6031,5950,8431,5360,10550,6893,7601,18878,19143,22456,6226,6362,6869,17688,13246,14543
"C2R79_RS04390",139,135,258,120,169,98,1222,843,953,646,655,758,584,620,657,670,537,587
"C2R79_RS04395",1751,1754,3073,1248,1733,1204,1282,773,1009,1337,1208,1460,513,450,550,977,701,660
"C2R79_RS04400",126,138,290,239,337,195,2677,1422,1980,1288,1272,1473,963,941,1098,701,480,629
"C2R79_RS04405",163,137,214,155,201,131,1440,865,1138,617,672,657,503,461,509,364,241,342
"C2R79_RS04410",94,73,124,232,325,211,1991,1214,1362,574,606,631,539,520,707,315,253,292
"C2R79_RS04415",839,824,1532,1248,1804,1352,4504,2687,3309,1708,1729,1863,1485,1212,1671,1184,766,812
"C2R79_RS04420",53,46,78,48,83,43,262,124,176,65,65,30,79,71,80,38,21,32
"C2R79_RS04425",8418,7695,14123,4681,6305,4141,19688,13828,15556,31203,29247,33522,7526,7160,8072,17683,14133,14869
"C2R79_RS04430",1032,914,1743,769,1114,745,2512,1985,1861,2156,2172,2581,1152,1208,1264,1904,1576,1623
